,PropertyName,ShortDesc,StationMiles,Description,AddedOrReduced,Agent,ContactNumber,PropertyValue
2,"Marylebone Square, Marylebone",3 bedroom penthouse for sale,10.94 miles from station,Three bedroom penthouse now available for sale.,Added on 04/09/2020,"Added on 04/09/2020 by The Cloister, London",020 8012 4261,"£17,250,000"
3,"Marylebone Square, Moxon Street, Marylebone, W1",3 bedroom penthouse for sale,11.08 miles from station,"Marylebone Square Is A Brand New Luxury Development Of 54 High-End Homes, Including 12 Penthouses. One Of The Largest Penthouses In The Building, Spanning 3,671 Sq Ft (341Sq Meters) with 1,386 Sq Ft (127 Sq Meters) Stunning Wrap-Around Terrace.",Added on 12/02/2020,"Added on 12/02/2020 by Knightsbridge, Estate Agents",020 8012 5258,"£17,250,000"
4,"Marylebone Square, Moxon St, Marylebone, W1U",3 bedroom apartment for sale,11.08 miles from station,"Marylebone Square is one of London's most sought after locations, a boutique offering of only 54 private lateral apartments self-contained within a beautifully designed building. A rare opportunity to be part of the provenance of aristocratic estates in Central London. A contemporary take on a cl...",Added on 09/09/2019,"Added on 09/09/2019 by Ernest-Brooks International, London",020 3858 2826,POA
5,"One Kensington Gardens, Kensington Road, London W8",3 bedroom flat for sale,11.24 miles from station,An exceptional three bedroom lateral apartment with views over Kensington Gardens within a development of 97 residences designed by award-winning architect David Chipperfield. Ready for occupation.,Reduced on 16/10/2020,"Reduced on 16/10/2020 by Strutt & Parker, London - New Homes",020 8012 9067,"£16,750,000"
6,"Marylebone Square, Moxon St, W1U",3 bedroom penthouse for sale,11.04 miles from station,"Marylebone Square is one of London's most sought after locations, 54 private lateral apartments self contained within a beautifully designed building.",Added on 06/04/2020,"Added on 06/04/2020 by Savills New Homes, Margaret Street",020 8012 0342,POA
7,"Oceanic House, Cockspur Street, London",4 bedroom penthouse for sale,9.80 miles from station,A magnificent four bedroom Penthouse apartment in the heart of St James's.,Added on 25/06/2020,"Added on 25/06/2020 by Strutt & Parker, London - New Homes",020 8012 9067,"£16,250,000"
8,"Cockspur Street, London, SW1Y",4 bedroom flat for sale,9.80 miles from station,"An exquisite duplex penthouse located within the iconic Oceanic House, built as the offices for the famous White Star Line shipping company. This unique penthouse offers open plan living space flowing seamlessly throughout, creating the perfect space to entertain family and friends. The penthouse...",Added on 19/02/2018,"Added on 19/02/2018 by Beauchamp Estates Ltd, Mayfair - Resale",020 8012 1499,"£16,250,000"
9,"Lancer Square, Kensington Church Street, London, W8",4 bedroom penthouse for sale,11.46 miles from station,"Triple aspect, West facing 4 bed apartment with very large living space and principal suite",Added on 29/07/2020,"Added on 29/07/2020 by Savills New Homes, Margaret Street",020 8012 0342,"£16,020,000"
10,"The Boiler House, Battersea Power Station, Battersea, SW8",3 bedroom penthouse for sale,8.82 miles from station,Exclusive apartment available via our discreet marketing service. Contact us for further information. Battersea power station will set a new standard of luxury living in London. The apartment comprises an open plan reception including an open plan high specification kitchen with integrated applia...,,"by Ernest-Brooks International, London",020 3858 2826,POA
11,"Albemarle Street, Mayfair, London, W1S",3 bedroom apartment for sale,10.27 miles from station,A spectacular lateral third floor apartment with grand entertaining spaces and high ceilings of approximately 3.4m.,Added on 02/10/2019,"Added on 02/10/2019 by Savills, Mayfair",020 8012 4256,"£16,000,000"
12,"Connaught Place, Hyde Park, London, W2",5 bedroom flat for sale,11.03 miles from station,"Incredible 5 bedroom penthouse apartment with roof terrace for sale in Hyde Park W2 A spectacular interior designed penthouse apartment for sale in Hyde Park W2, located on the fourth and fifth floors of a prestigious Grade II listed building with exceptional, uninterrupted views across Hyde Par...",Added on 26/09/2020,"Added on 26/09/2020 by Knight Frank, Hyde Park",020 8012 4409,"£15,950,000"
13,"Kensington Court, Kensington, London, W8",11 bedroom apartment for sale,11.34 miles from station,"UK Sotheby’s International Realty is pleased to present this highly attractive red brick period building comprising of four outstanding apartments in the heart of Kensington. The building is configured as a ground and lower ground floor maisonette, an apartment on both the first and second ...",Added on 30/07/2020,"Added on 30/07/2020 by Sotheby's International Realty, London",020 8012 2565,"£15,500,000"
14,"The Regent's Crescent, 22 Park Crescent, London, W1B",5 bedroom penthouse for sale,11.07 miles from station,"PENTHOUSE - This end of terrace duplex penthouse unit enjoys panoramic views ad views North, West, South and East over Crescent Gardens",Added on 04/05/2020,"Added on 04/05/2020 by Savills New Homes, Margaret Street",020 8012 0342,"£15,450,000"
15,"York Terrace West, Regent's Park, London, NW1",8 bedroom flat for sale,11.31 miles from station,"A rare opportunity to acquire three adjoining/adjacent apartments in arguably Regent's Park most sought after apartment building.
The properties consist of two adjacent outstanding first floor apartments (2 bedroom & 3 bedroom) with floor to ceiling windows and immediately above a large 2nd floor...",Added on 13/11/2020,"Added on 13/11/2020 by Arlington Residential, London",020 3858 3511,"£15,000,000"
16,"Kensington Court, London, W8",4 bedroom house for sale,11.34 miles from station,"An outstanding FREEHOLD property compromised of FOUR RESIDENTIAL APARTMENTS, moments from High Street Kensington. The building consists of: 2 x Two Bedroom Apartments 1 x Three bedroom Apartment 1 x Four Bedroom Penthouse All currently let producing a generous annual in...",Added on 10/12/2019,"Added on 10/12/2019 by Chatterton Rees , London",020 3858 2721,POA
17,"York Terrace West, Regent's Park, London, NW1",8 bedroom apartment for sale,11.31 miles from station,A rare opportunity to acquire three adjoining/adjacent apartments in arguably Regent’s Park most sought after apartment building.,Added on 16/11/2020,"Added on 16/11/2020 by Savills, St John's Wood & Regent's Park",020 8012 1426,"£15,000,000"
18,"Hyde Park Gardens, London, W2",4 bedroom flat for sale,11.23 miles from station,"Four bedroom apartment for sale in Hyde Park, W2 Arranged over 3 floors, this spectacular apartment is located on a highly sought after building opposite Hyde Park. Enter on the third floor (with lift) into the long hallway which leads directly to the contemporary fitted kitchen. With a wide ran...",Added on 10/06/2020,"Added on 10/06/2020 by Knight Frank, Hyde Park",020 8012 4409,"£15,000,000"
19,"1 St. George Wharf, London, SW8",4 bedroom apartment for sale,8.60 miles from station,A unique opportunity to acquire an apartment with 360 degrees views of London including prime river views. The apartment is arranged over the entire 35th floor which can only be accessed by the owner.,Added on 05/12/2019,"Added on 05/12/2019 by RE/MAX Central, Westminster",020 8012 3002,"£15,000,000"
20,"Queenstown Road, Chelsea Bridge Wharf, Battersea Park, London, SW11",7 bedroom flat for sale,9.12 miles from station,"7 bed flat for sale in Chelsea Bridge Wharf, SW11 A must see, interior designed & highly distinctive penthouse apartment with seven bedrooms situated on the eleventh floor of the prestigious Lanson Building at Chelsea Bridge Wharf located a short walk from Sloane Square.
EPC: D A truly unique p...",Added on 03/04/2019,"Added on 03/04/2019 by Knight Frank, Battersea and Riverside",020 8012 1558,"£15,000,000"
21,"Montrose Place, Belgravia SW1X",3 bedroom apartment for sale,10.07 miles from station,"To the east of Belgrave Square, 10 Montrose Place is situated in one of London`s most desirable locations. This discreet, contemporary development comprises 18 large lateral apartments within two blocks centred around a colonnade and reception area that look out over a private, landscaped courtyard.",Added on 11/05/2019,"Added on 11/05/2019 by Rokstone, London",020 7580 2030,"£14,950,000"
22,"Bolebec House, 10 Lowndes Street, London, SW1X",3 bedroom flat for sale,10.15 miles from station,"3 bedroom penthouse with triple aspect roof terrace for sale in SW1X This unique, contemporary home has three-bedroom suites, open plan living/dining and kitchen space, study and separate media room/gym leading directly to the roof terrace. EPC F. Flooded with natural light and floor to ceilin...",Added on 30/09/2017,"Added on 30/09/2017 by Knight Frank, Belgravia, covering Westminster",020 8012 4123,"£14,900,000"
23,"Orchard Court, Portman Square, Marylebone, London, W1H",4 bedroom apartment for sale,10.92 miles from station,A stunning lateral apartment situated in one of Marylebone's most prestigious blocks.,Added on 11/02/2020,"Added on 11/02/2020 by Savills, Marylebone",020 8012 9125,"£14,500,000"
24,"Orchard Court, Portman Square, Marylebone",5 bedroom flat for sale,10.99 miles from station,"An opportunity to acquire a luxurious interior designed and fully renovated five bedroom, five bathroom lateral apartment of around 3,880 sqft / 360sqm set on the second floor of one of Marylebone's most exclusive blocks. Orchard Court provides excellent security provide by a team of 24 hour uni...",Added on 11/02/2020,"Added on 11/02/2020 by Napier Watt Limited, London",020 3858 3061,"£14,500,000"
0,"Bagshaw Building, 1 Wards Place, E14",Studio apartment for sale,7.30 miles from station,3D Virtual Viewing: 23rd floor completed studio apartment for sale 3D Virtual Viewing. 23rd floor studio apartment offering views across London. This apartment (392 Sq. Ft) is located in the brand new Bagshaw Building. In the midst of the skyscrapers and waterways...,Reduced on 04/12/2020,"Reduced on 04/12/2020 by CBRE Residential, Docklands",020 8012 3237,"£550,000"
1,"Eaton Square, Belgravia, SW1W",5 bedroom flat for sale,9.91 miles from station,"An exceptional opportunity to acquire a grand apartment of impressive proportions, occupying a superb position on the north terrace of Eaton Square. The property further benefits from a private garden (under a separate licence).",Reduced on 03/11/2020,"Reduced on 03/11/2020 by Chestertons Estate Agents , Knightsbridge",020 8012 3806,"£18,500,000"
2,"Davies Street, London, W1K",6 bedroom maisonette for sale,10.48 miles from station,BRAND NEW INSTRUCTION - SOLE AGENT - THE 21 ST - ONE OF MAYFAIR'S FINEST OPPORTUNITIES - Duplex penthouse with extensive roof terraces and garaging for three cars.,Added on 13/11/2020,"Added on 13/11/2020 by Wetherell, London",020 7529 5566,"£18,000,000"
3,"Marylebone Square, Marylebone",3 bedroom penthouse for sale,10.94 miles from station,Three bedroom penthouse now available for sale.,Added on 04/09/2020,"Added on 04/09/2020 by The Cloister, London",020 8012 4261,"£17,250,000"
4,"Marylebone Square, Moxon Street, Marylebone, W1",3 bedroom penthouse for sale,11.08 miles from station,"Marylebone Square Is A Brand New Luxury Development Of 54 High-End Homes, Including 12 Penthouses. One Of The Largest Penthouses In The Building, Spanning 3,671 Sq Ft (341Sq Meters) with 1,386 Sq Ft (127 Sq Meters) Stunning Wrap-Around Terrace.",Added on 12/02/2020,"Added on 12/02/2020 by Knightsbridge, Estate Agents",020 8012 5258,"£17,250,000"
5,"Marylebone Square, Moxon St, Marylebone, W1U",3 bedroom apartment for sale,11.08 miles from station,"Marylebone Square is one of London's most sought after locations, a boutique offering of only 54 private lateral apartments self-contained within a beautifully designed building. A rare opportunity to be part of the provenance of aristocratic estates in Central London. A contemporary take on a cl...",Added on 09/09/2019,"Added on 09/09/2019 by Ernest-Brooks International, London",020 3858 2826,POA
